data,fault
-0.0899999999999999,3DRJ_A
0.15,3DRJ_A
0.15,3DRJ_A
0.15,3DRJ_A
-0.17,3DRJ_A
-0.17,3DRJ_A
-0.17,3DRJ_A
-0.17,3DRJ_A
0.38,3DRJ_A
0.38,3DRJ_A
0.38,3DRJ_A
-0.00999999999999979,3DRJ_A
-0.00999999999999979,3DRJ_A
-0.00999999999999979,3DRJ_A
-0.0499999999999998,3DRJ_A
-0.0499999999999998,3DRJ_A
-0.0499999999999998,3DRJ_A
0.18,3DRJ_A
0.18,3DRJ_A
0.18,3DRJ_A
0.18,3DRJ_A
0.0699999999999994,3DRJ_A
0.0699999999999994,3DRJ_A
0.0699999999999994,3DRJ_A
0.18,3DRJ_A
0.18,3DRJ_A
0.18,3DRJ_A
0.0699999999999994,3DRJ_A
0.0699999999999994,3DRJ_A
0.0699999999999994,3DRJ_A
0.0300000000000002,3DRJ_A
0.0300000000000002,3DRJ_A
0.0300000000000002,3DRJ_A
0.0300000000000002,3DRJ_A
0.15,3DRJ_A
0.15,3DRJ_A
0.15,3DRJ_A
0.3,3DRJ_A
0.3,3DRJ_A
0.3,3DRJ_A
0.22,3DRJ_A
0.22,3DRJ_A
0.22,3DRJ_A
0.22,3DRJ_A
0.109999999999999,3DRJ_A
0.109999999999999,3DRJ_A
0.109999999999999,3DRJ_A
-0.00999999999999979,3DRJ_A
-0.00999999999999979,3DRJ_A
-0.00999999999999979,3DRJ_A
-0.00999999999999979,3DRJ_A
-0.00999999999999979,3DRJ_A
-0.00999999999999979,3DRJ_A
0.26,3DRJ_A
0.26,3DRJ_A
0.26,3DRJ_A
0.26,3DRJ_A
-0.0499999999999998,3DRJ_A
-0.0499999999999998,3DRJ_A
-0.0499999999999998,3DRJ_A
0.26,3DRJ_A
0.26,3DRJ_A
0.26,3DRJ_A
0.0300000000000002,3DRJ_A
0.0300000000000002,3DRJ_A
0.0300000000000002,3DRJ_A
-0.25,3DRJ_A
-0.25,3DRJ_A
-0.25,3DRJ_A
-0.25,3DRJ_A
0.3,3DRJ_A
0.3,3DRJ_A
0.3,3DRJ_A
-0.0899999999999999,3DRJ_A
-0.0899999999999999,3DRJ_A
-0.0899999999999999,3DRJ_A
0.38,3DRJ_A
0.38,3DRJ_A
0.38,3DRJ_A
-0.13,3DRJ_A
-0.13,3DRJ_A
-0.13,3DRJ_A
-0.13,3DRJ_A
-0.33,3DRJ_A
-0.33,3DRJ_A
-0.33,3DRJ_A
0.0699999999999994,3DRJ_A
0.0699999999999994,3DRJ_A
0.0699999999999994,3DRJ_A
-0.25,3DRJ_A
-0.25,3DRJ_A
-0.25,3DRJ_A
-0.25,3DRJ_A
0.3,3DRJ_A
0.3,3DRJ_A
0.3,3DRJ_A
0.15,3DRJ_A
0.15,3DRJ_A
0.15,3DRJ_A
-0.33,3DRJ_A
-0.33,3DRJ_A
-0.33,3DRJ_A
-0.29,3DRJ_A
-0.29,3DRJ_A
-0.29,3DRJ_A
-0.29,3DRJ_A
-0.17,3DRJ_A
-0.17,3DRJ_A
-0.17,3DRJ_A
0.18,3DRJ_A
0.18,3DRJ_A
0.18,3DRJ_A
0.18,3DRJ_A
0.18,3DRJ_A
0.18,3DRJ_A
-0.44,3DRJ_A
-0.44,3DRJ_A
-0.44,3DRJ_A
-0.44,3DRJ_A
-0.680000000000001,3DRJ_A
-0.680000000000001,3DRJ_A
-0.680000000000001,3DRJ_A
-0.21,3DRJ_A
-0.21,3DRJ_A
-0.21,3DRJ_A
-0.48,3DRJ_A
-0.48,3DRJ_A
-0.48,3DRJ_A
0.38,3DRJ_A
0.38,3DRJ_A
0.38,3DRJ_A
0.38,3DRJ_A
-0.44,3DRJ_A
-0.44,3DRJ_A
-0.44,3DRJ_A
-0.72,3DRJ_A
-0.72,3DRJ_A
-0.72,3DRJ_A
0.0300000000000002,3DRJ_A
0.0300000000000002,3DRJ_A
0.0300000000000002,3DRJ_A
0.0300000000000002,3DRJ_A
-0.13,3DRJ_A
-0.13,3DRJ_A
-0.13,3DRJ_A
0.18,3DRJ_A
0.18,3DRJ_A
0.18,3DRJ_A
-0.0499999999999998,3DRJ_A
-0.0499999999999998,3DRJ_A
-0.0499999999999998,3DRJ_A
0.0300000000000002,3DRJ_A
0.0300000000000002,3DRJ_A
0.0300000000000002,3DRJ_A
0.0300000000000002,3DRJ_A
0.0699999999999994,3DRJ_A
0.0699999999999994,3DRJ_A
0.0699999999999994,3DRJ_A
0.22,3DRJ_A
0.22,3DRJ_A
0.22,3DRJ_A
0.0300000000000002,3DRJ_A
0.0300000000000002,3DRJ_A
0.0300000000000002,3DRJ_A
-0.00999999999999979,3DRJ_A
-0.00999999999999979,3DRJ_A
-0.00999999999999979,3DRJ_A
-0.00999999999999979,3DRJ_A
0.109999999999999,3DRJ_A
0.109999999999999,3DRJ_A
0.109999999999999,3DRJ_A
0.15,3DRJ_A
0.15,3DRJ_A
0.15,3DRJ_A
0.26,3DRJ_A
0.26,3DRJ_A
0.26,3DRJ_A
-0.17,3DRJ_A
-0.17,3DRJ_A
-0.17,3DRJ_A
-0.17,3DRJ_A
0.0300000000000002,3DRJ_A
0.0300000000000002,3DRJ_A
0.0300000000000002,3DRJ_A
-0.52,3DRJ_A
-0.52,3DRJ_A
-0.52,3DRJ_A
0.109999999999999,3DRJ_A
0.109999999999999,3DRJ_A
0.109999999999999,3DRJ_A
0.419999999999999,3DRJ_A
0.419999999999999,3DRJ_A
0.419999999999999,3DRJ_A
0.419999999999999,3DRJ_A
-0.00999999999999979,3DRJ_A
-0.00999999999999979,3DRJ_A
-0.00999999999999979,3DRJ_A
0.0699999999999994,3DRJ_A
0.0699999999999994,3DRJ_A
0.0699999999999994,3DRJ_A
-1.15,3DRJ_A
-1.15,3DRJ_A
-1.15,3DRJ_A
-0.0499999999999998,3DRJ_A
-0.0499999999999998,3DRJ_A
-0.0499999999999998,3DRJ_A
-0.0499999999999998,3DRJ_A
0.419999999999999,3DRJ_A
0.419999999999999,3DRJ_A
0.419999999999999,3DRJ_A
-0.0499999999999998,3DRJ_A
-0.0499999999999998,3DRJ_A
-0.0499999999999998,3DRJ_A
-0.600000000000001,3DRJ_A
-0.600000000000001,3DRJ_A
-0.600000000000001,3DRJ_A
-0.600000000000001,3DRJ_A
-0.600000000000001,3DRJ_A
-0.600000000000001,3DRJ_A
-0.600000000000001,3DRJ_A
-0.4,3DRJ_A
-0.4,3DRJ_A
-0.4,3DRJ_A
0.26,3DRJ_A
0.26,3DRJ_A
0.26,3DRJ_A
0.0699999999999994,3DRJ_A
0.0699999999999994,3DRJ_A
0.0699999999999994,3DRJ_A
0.0699999999999994,3DRJ_A
-0.680000000000001,3DRJ_A
-0.680000000000001,3DRJ_A
-0.680000000000001,3DRJ_A
-0.44,3DRJ_A
-0.44,3DRJ_A
-0.44,3DRJ_A
-0.600000000000001,3DRJ_A
-0.600000000000001,3DRJ_A
-0.600000000000001,3DRJ_A
0.0699999999999994,3DRJ_A
0.0699999999999994,3DRJ_A
0.0699999999999994,3DRJ_A
0.0699999999999994,3DRJ_A
0.18,3DRJ_A
0.18,3DRJ_A
0.18,3DRJ_A
-0.640000000000001,3DRJ_A
-0.640000000000001,3DRJ_A
-0.640000000000001,3DRJ_A
-0.0899999999999999,3DRJ_A
-0.0899999999999999,3DRJ_A
-0.0899999999999999,3DRJ_A
-0.0899999999999999,3DRJ_A
-0.29,3DRJ_A
-0.29,3DRJ_A
-0.29,3DRJ_A
-0.13,3DRJ_A
-0.13,3DRJ_A
-0.13,3DRJ_A
0.26,3DRJ_A
0.26,3DRJ_A
0.26,3DRJ_A
-0.44,3DRJ_A
-0.44,3DRJ_A
-0.44,3DRJ_A
-0.44,3DRJ_A
-0.00999999999999979,3DRJ_A
-0.00999999999999979,3DRJ_A
-0.00999999999999979,3DRJ_A
-0.33,3DRJ_A
-0.33,3DRJ_A
-0.33,3DRJ_A
-0.0499999999999998,3DRJ_A
-0.0499999999999998,3DRJ_A
-0.0499999999999998,3DRJ_A
0.26,3DRJ_A
0.26,3DRJ_A
0.26,3DRJ_A
0.26,3DRJ_A
-0.17,3DRJ_A
-0.17,3DRJ_A
-0.17,3DRJ_A
-0.00999999999999979,3DRJ_A
-0.00999999999999979,3DRJ_A
-0.00999999999999979,3DRJ_A
-0.17,3DRJ_A
-0.17,3DRJ_A
-0.17,3DRJ_A
-0.0899999999999999,3DRJ_A
-0.0899999999999999,3DRJ_A
-0.0899999999999999,3DRJ_A
-0.0899999999999999,3DRJ_A
0.26,3DRJ_A
0.26,3DRJ_A
0.26,3DRJ_A
-0.0899999999999999,3DRJ_A
-0.0899999999999999,3DRJ_A
-0.0899999999999999,3DRJ_A
-0.0499999999999998,3DRJ_A
-0.0499999999999998,3DRJ_A
-0.0499999999999998,3DRJ_A
-0.36,3DRJ_A
-0.36,3DRJ_A
-0.36,3DRJ_A
-0.36,3DRJ_A
-0.0499999999999998,3DRJ_A
-0.0499999999999998,3DRJ_A
-0.0499999999999998,3DRJ_A
0.22,3DRJ_A
0.22,3DRJ_A
0.22,3DRJ_A
-0.00999999999999979,3DRJ_A
-0.00999999999999979,3DRJ_A
-0.00999999999999979,3DRJ_A
0.109999999999999,3DRJ_A
0.109999999999999,3DRJ_A
0.109999999999999,3DRJ_A
0.109999999999999,3DRJ_A
-0.17,3DRJ_A
-0.17,3DRJ_A
-0.17,3DRJ_A
-0.17,3DRJ_A
-0.17,3DRJ_A
-0.17,3DRJ_A
0.3,3DRJ_A
0.3,3DRJ_A
0.3,3DRJ_A
0.3,3DRJ_A
-0.29,3DRJ_A
-0.29,3DRJ_A
-0.29,3DRJ_A
0.419999999999999,3DRJ_A
0.419999999999999,3DRJ_A
0.419999999999999,3DRJ_A
-0.44,3DRJ_A
-0.44,3DRJ_A
-0.44,3DRJ_A
-0.13,3DRJ_A
-0.13,3DRJ_A
-0.13,3DRJ_A
-0.13,3DRJ_A
0.22,3DRJ_A
0.22,3DRJ_A
0.22,3DRJ_A
-0.21,3DRJ_A
-0.21,3DRJ_A
-0.21,3DRJ_A
0.499999999999999,3DRJ_A
0.499999999999999,3DRJ_A
0.499999999999999,3DRJ_A
-0.29,3DRJ_A
-0.29,3DRJ_A
-0.29,3DRJ_A
-0.29,3DRJ_A
0.0300000000000002,3DRJ_A
0.0300000000000002,3DRJ_A
0.0300000000000002,3DRJ_A
0.22,3DRJ_A
0.22,3DRJ_A
0.22,3DRJ_A
-0.29,3DRJ_A
-0.29,3DRJ_A
-0.29,3DRJ_A
-0.29,3DRJ_A
0.109999999999999,3DRJ_A
0.109999999999999,3DRJ_A
0.109999999999999,3DRJ_A
-0.13,3DRJ_A
-0.13,3DRJ_A
-0.13,3DRJ_A
0.0300000000000002,3DRJ_A
0.0300000000000002,3DRJ_A
0.0300000000000002,3DRJ_A
0.15,3DRJ_A
0.15,3DRJ_A
0.15,3DRJ_A
0.15,3DRJ_A
-0.29,3DRJ_A
-0.29,3DRJ_A
-0.29,3DRJ_A
0.22,3DRJ_A
0.22,3DRJ_A
0.22,3DRJ_A
0.0300000000000002,3DRJ_A
0.0300000000000002,3DRJ_A
0.0300000000000002,3DRJ_A
-0.0499999999999998,3DRJ_A
-0.0499999999999998,3DRJ_A
-0.0499999999999998,3DRJ_A
-0.0499999999999998,3DRJ_A
-0.0499999999999998,3DRJ_A
-0.0499999999999998,3DRJ_A
-0.0499999999999998,3DRJ_A
-0.21,3DRJ_A
-0.21,3DRJ_A
-0.21,3DRJ_A
0.3,3DRJ_A
0.3,3DRJ_A
0.3,3DRJ_A
0.22,3DRJ_A
0.22,3DRJ_A
0.22,3DRJ_A
0.22,3DRJ_A
0.15,3DRJ_A
0.15,3DRJ_A
0.15,3DRJ_A
0.109999999999999,3DRJ_A
0.109999999999999,3DRJ_A
0.109999999999999,3DRJ_A
-0.21,3DRJ_A
-0.21,3DRJ_A
-0.21,3DRJ_A
-0.00999999999999979,3DRJ_A
-0.00999999999999979,3DRJ_A
-0.00999999999999979,3DRJ_A
-0.00999999999999979,3DRJ_A
0.0699999999999994,3DRJ_A
0.0699999999999994,3DRJ_A
0.0699999999999994,3DRJ_A
0.22,3DRJ_A
0.22,3DRJ_A
0.22,3DRJ_A
-0.17,3DRJ_A
-0.17,3DRJ_A
-0.17,3DRJ_A
-0.21,3DRJ_A
-0.21,3DRJ_A
-0.21,3DRJ_A
-0.21,3DRJ_A
0.109999999999999,3DRJ_A
0.109999999999999,3DRJ_A
0.109999999999999,3DRJ_A
-0.17,3DRJ_A
-0.17,3DRJ_A
-0.17,3DRJ_A
0.18,3DRJ_A
0.18,3DRJ_A
0.18,3DRJ_A
-0.13,3DRJ_A
-0.13,3DRJ_A
-0.13,3DRJ_A
-0.13,3DRJ_A
-0.21,3DRJ_A
-0.21,3DRJ_A
-0.21,3DRJ_A
0.18,3DRJ_A
0.18,3DRJ_A
0.18,3DRJ_A
-0.33,3DRJ_A
-0.33,3DRJ_A
-0.33,3DRJ_A
-0.33,3DRJ_A
0.109999999999999,3DRJ_A
0.109999999999999,3DRJ_A
0.109999999999999,3DRJ_A
-0.00999999999999979,3DRJ_A
-0.00999999999999979,3DRJ_A
-0.00999999999999979,3DRJ_A
-0.17,3DRJ_A
-0.17,3DRJ_A
-0.17,3DRJ_A
-0.00999999999999979,3DRJ_A
-0.00999999999999979,3DRJ_A
-0.00999999999999979,3DRJ_A
-0.00999999999999979,3DRJ_A
-0.17,3DRJ_A
-0.17,3DRJ_A
-0.17,3DRJ_A
0.659999999999999,3DRJ_A
0.659999999999999,3DRJ_A
0.659999999999999,3DRJ_A
-0.00999999999999979,3DRJ_A
-0.00999999999999979,3DRJ_A
-0.00999999999999979,3DRJ_A
-0.21,3DRJ_A
-0.21,3DRJ_A
-0.21,3DRJ_A
-0.21,3DRJ_A
-0.4,3DRJ_A
-0.4,3DRJ_A
-0.4,3DRJ_A
-0.0899999999999999,3DRJ_A
-0.0899999999999999,3DRJ_A
-0.0899999999999999,3DRJ_A
0.54,3DRJ_A
0.54,3DRJ_A
0.54,3DRJ_A
0.22,3DRJ_A
0.22,3DRJ_A
0.22,3DRJ_A
0.22,3DRJ_A
-0.33,3DRJ_A
-0.33,3DRJ_A
-0.33,3DRJ_A
-0.560000000000001,3DRJ_A
-0.560000000000001,3DRJ_A
-0.560000000000001,3DRJ_A
-0.4,3DRJ_A
-0.4,3DRJ_A
-0.4,3DRJ_A
-0.25,3DRJ_A
-0.25,3DRJ_A
-0.25,3DRJ_A
-0.25,3DRJ_A
0.18,3DRJ_A
0.18,3DRJ_A
0.18,3DRJ_A
-0.29,3DRJ_A
-0.29,3DRJ_A
-0.29,3DRJ_A
0.0699999999999994,3DRJ_A
0.0699999999999994,3DRJ_A
0.0699999999999994,3DRJ_A
0.0699999999999994,3DRJ_A
-0.29,3DRJ_A
-0.29,3DRJ_A
-0.29,3DRJ_A
-0.560000000000001,3DRJ_A
-0.560000000000001,3DRJ_A
-0.560000000000001,3DRJ_A
0.419999999999999,3DRJ_A
0.419999999999999,3DRJ_A
0.419999999999999,3DRJ_A
-0.33,3DRJ_A
-0.33,3DRJ_A
-0.33,3DRJ_A
-0.33,3DRJ_A
0.0699999999999994,3DRJ_A
0.0699999999999994,3DRJ_A
0.0699999999999994,3DRJ_A
0.15,3DRJ_A
0.15,3DRJ_A
0.15,3DRJ_A
-0.13,3DRJ_A
-0.13,3DRJ_A
-0.13,3DRJ_A
0.3,3DRJ_A
0.3,3DRJ_A
0.3,3DRJ_A
0.3,3DRJ_A
0.109999999999999,3DRJ_A
0.109999999999999,3DRJ_A
0.109999999999999,3DRJ_A
-0.72,3DRJ_A
-0.72,3DRJ_A
-0.72,3DRJ_A
0.18,3DRJ_A
0.18,3DRJ_A
0.18,3DRJ_A
0.38,3DRJ_A
0.38,3DRJ_A
0.38,3DRJ_A
0.38,3DRJ_A
-0.36,3DRJ_A
-0.36,3DRJ_A
-0.36,3DRJ_A
-0.33,3DRJ_A
-0.33,3DRJ_A
-0.33,3DRJ_A
-0.4,3DRJ_A
-0.4,3DRJ_A
-0.4,3DRJ_A
-0.4,3DRJ_A
-0.560000000000001,3DRJ_A
-0.560000000000001,3DRJ_A
-0.560000000000001,3DRJ_A
0.0699999999999994,3DRJ_A
0.0699999999999994,3DRJ_A
0.0699999999999994,3DRJ_A
-0.21,3DRJ_A
-0.21,3DRJ_A
-0.21,3DRJ_A
-0.17,3DRJ_A
-0.17,3DRJ_A
-0.17,3DRJ_A
-0.17,3DRJ_A
0.339999999999999,3DRJ_A
0.339999999999999,3DRJ_A
0.339999999999999,3DRJ_A
0.419999999999999,3DRJ_A
0.419999999999999,3DRJ_A
0.419999999999999,3DRJ_A
-0.0499999999999998,3DRJ_A
-0.0499999999999998,3DRJ_A
-0.0499999999999998,3DRJ_A
0.419999999999999,3DRJ_A
0.419999999999999,3DRJ_A
0.419999999999999,3DRJ_A
0.419999999999999,3DRJ_A
-0.0899999999999999,3DRJ_A
-0.0899999999999999,3DRJ_A
-0.0899999999999999,3DRJ_A
0.0300000000000002,3DRJ_A
0.0300000000000002,3DRJ_A
0.0300000000000002,3DRJ_A
0.26,3DRJ_A
0.26,3DRJ_A
0.26,3DRJ_A
0.54,3DRJ_A
0.54,3DRJ_A
0.54,3DRJ_A
0.54,3DRJ_A
-0.72,3DRJ_A
-0.72,3DRJ_A
-0.72,3DRJ_A
0.22,3DRJ_A
0.22,3DRJ_A
0.22,3DRJ_A
0.0300000000000002,3DRJ_A
0.0300000000000002,3DRJ_A
0.0300000000000002,3DRJ_A
0.0300000000000002,3DRJ_A
0.0300000000000002,3DRJ_A
0.0300000000000002,3DRJ_A
0.0300000000000002,3DRJ_A
-0.25,3DRJ_A
-0.25,3DRJ_A
-0.25,3DRJ_A
0.0300000000000002,3DRJ_A
0.0300000000000002,3DRJ_A
0.0300000000000002,3DRJ_A
-0.48,3DRJ_A
-0.48,3DRJ_A
-0.48,3DRJ_A
0.109999999999999,3DRJ_A
0.109999999999999,3DRJ_A
0.109999999999999,3DRJ_A
0.109999999999999,3DRJ_A
-0.33,3DRJ_A
-0.33,3DRJ_A
-0.33,3DRJ_A
-0.13,3DRJ_A
-0.13,3DRJ_A
-0.13,3DRJ_A
0.0699999999999994,3DRJ_A
0.0699999999999994,3DRJ_A
0.0699999999999994,3DRJ_A
0.0699999999999994,3DRJ_A
-0.13,3DRJ_A
-0.13,3DRJ_A
-0.13,3DRJ_A
-0.00999999999999979,3DRJ_A
-0.00999999999999979,3DRJ_A
-0.00999999999999979,3DRJ_A
0.0300000000000002,3DRJ_A
0.0300000000000002,3DRJ_A
0.0300000000000002,3DRJ_A
0.54,3DRJ_A
0.54,3DRJ_A
0.54,3DRJ_A
0.54,3DRJ_A
-0.00999999999999979,3DRJ_A
-0.00999999999999979,3DRJ_A
-0.00999999999999979,3DRJ_A
-0.4,3DRJ_A
-0.4,3DRJ_A
-0.4,3DRJ_A
-0.00999999999999979,3DRJ_A
-0.00999999999999979,3DRJ_A
-0.00999999999999979,3DRJ_A
0.3,3DRJ_A
0.3,3DRJ_A
0.3,3DRJ_A
0.3,3DRJ_A
0.109999999999999,3DRJ_A
0.109999999999999,3DRJ_A
0.109999999999999,3DRJ_A
-0.13,3DRJ_A
-0.13,3DRJ_A
-0.13,3DRJ_A
-0.91,3DRJ_A
-0.91,3DRJ_A
-0.91,3DRJ_A
-0.21,3DRJ_A
-0.21,3DRJ_A
-0.21,3DRJ_A
-0.21,3DRJ_A
0.38,3DRJ_A
0.38,3DRJ_A
0.38,3DRJ_A
-0.17,3DRJ_A
-0.17,3DRJ_A
-0.17,3DRJ_A
-0.76,3DRJ_A
-0.76,3DRJ_A
-0.76,3DRJ_A
-0.76,3DRJ_A
-0.44,3DRJ_A
-0.44,3DRJ_A
-0.44,3DRJ_A
-0.17,3DRJ_A
-0.17,3DRJ_A
-0.17,3DRJ_A
-0.52,3DRJ_A
-0.52,3DRJ_A
-0.52,3DRJ_A
-0.21,3DRJ_A
-0.21,3DRJ_A
-0.21,3DRJ_A
-0.21,3DRJ_A
-0.25,3DRJ_A
-0.25,3DRJ_A
-0.25,3DRJ_A
-0.25,3DRJ_A
-0.25,3DRJ_A
-0.25,3DRJ_A
-0.17,3DRJ_A
-0.17,3DRJ_A
-0.17,3DRJ_A
0.15,3DRJ_A
0.15,3DRJ_A
0.15,3DRJ_A
0.15,3DRJ_A
0.339999999999999,3DRJ_A
0.339999999999999,3DRJ_A
0.339999999999999,3DRJ_A
-0.0499999999999998,3DRJ_A
-0.0499999999999998,3DRJ_A
-0.0499999999999998,3DRJ_A
-0.21,3DRJ_A
-0.21,3DRJ_A
-0.21,3DRJ_A
-0.13,3DRJ_A
-0.13,3DRJ_A
-0.13,3DRJ_A
-0.13,3DRJ_A
0.0699999999999994,3DRJ_A
0.0699999999999994,3DRJ_A
0.0699999999999994,3DRJ_A
0.0699999999999994,3DRJ_A
0.0699999999999994,3DRJ_A
0.0699999999999994,3DRJ_A
-0.36,3DRJ_A
-0.36,3DRJ_A
-0.36,3DRJ_A
-0.17,3DRJ_A
-0.17,3DRJ_A
-0.17,3DRJ_A
-0.17,3DRJ_A
0.579999999999999,3DRJ_A
0.579999999999999,3DRJ_A
0.579999999999999,3DRJ_A
0.81,3DRJ_A
0.81,3DRJ_A
0.81,3DRJ_A
-0.0899999999999999,3DRJ_A
-0.0899999999999999,3DRJ_A
-0.0899999999999999,3DRJ_A
-0.0899999999999999,3DRJ_A
-0.13,3DRJ_A
-0.13,3DRJ_A
-0.13,3DRJ_A
0.0699999999999994,3DRJ_A
0.0699999999999994,3DRJ_A
0.0699999999999994,3DRJ_A
0.15,3DRJ_A
0.15,3DRJ_A
0.15,3DRJ_A
-0.33,3DRJ_A
-0.33,3DRJ_A
-0.33,3DRJ_A
-0.33,3DRJ_A
-0.0899999999999999,3DRJ_A
-0.0899999999999999,3DRJ_A
-0.0899999999999999,3DRJ_A
-0.13,3DRJ_A
-0.13,3DRJ_A
-0.13,3DRJ_A
-0.13,3DRJ_A
-0.13,3DRJ_A
-0.13,3DRJ_A
0.0300000000000002,3DRJ_A
0.0300000000000002,3DRJ_A
0.0300000000000002,3DRJ_A
0.0300000000000002,3DRJ_A
0.499999999999999,3DRJ_A
0.499999999999999,3DRJ_A
0.499999999999999,3DRJ_A
0.419999999999999,3DRJ_A
0.419999999999999,3DRJ_A
0.419999999999999,3DRJ_A
0.38,3DRJ_A
0.38,3DRJ_A
0.38,3DRJ_A
0.0300000000000002,3DRJ_A
0.0300000000000002,3DRJ_A
0.0300000000000002,3DRJ_A
0.0300000000000002,3DRJ_A
-0.36,3DRJ_A
-0.36,3DRJ_A
-0.36,3DRJ_A
-0.0499999999999998,3DRJ_A
-0.0499999999999998,3DRJ_A
-0.0499999999999998,3DRJ_A
0.0699999999999994,3DRJ_A
0.0699999999999994,3DRJ_A
0.0699999999999994,3DRJ_A
0.0699999999999994,3DRJ_A
-0.0499999999999998,3DRJ_A
-0.0499999999999998,3DRJ_A
-0.0499999999999998,3DRJ_A
-0.33,3DRJ_A
-0.33,3DRJ_A
-0.33,3DRJ_A
0.499999999999999,3DRJ_A
0.499999999999999,3DRJ_A
0.499999999999999,3DRJ_A
0.22,3DRJ_A
0.22,3DRJ_A
0.22,3DRJ_A
0.22,3DRJ_A
-0.29,3DRJ_A
-0.29,3DRJ_A
-0.29,3DRJ_A
-0.87,3DRJ_A
-0.87,3DRJ_A
-0.87,3DRJ_A
0.0300000000000002,3DRJ_A
0.0300000000000002,3DRJ_A
0.0300000000000002,3DRJ_A
-0.21,3DRJ_A
-0.21,3DRJ_A
-0.21,3DRJ_A
-0.21,3DRJ_A
-0.17,3DRJ_A
-0.17,3DRJ_A
-0.17,3DRJ_A
-0.4,3DRJ_A
-0.4,3DRJ_A
-0.4,3DRJ_A
-0.4,3DRJ_A
-0.4,3DRJ_A
-0.4,3DRJ_A
-0.4,3DRJ_A
-0.25,3DRJ_A
-0.25,3DRJ_A
-0.25,3DRJ_A
0.22,3DRJ_A
0.22,3DRJ_A
0.22,3DRJ_A
-0.0499999999999998,3DRJ_A
-0.0499999999999998,3DRJ_A
-0.0499999999999998,3DRJ_A
-0.29,3DRJ_A
-0.29,3DRJ_A
-0.29,3DRJ_A
-0.29,3DRJ_A
-0.52,3DRJ_A
-0.52,3DRJ_A
-0.52,3DRJ_A
-0.29,3DRJ_A
-0.29,3DRJ_A
-0.29,3DRJ_A
-0.13,3DRJ_A
-0.13,3DRJ_A
-0.13,3DRJ_A
0.0699999999999994,3DRJ_A
0.0699999999999994,3DRJ_A
0.0699999999999994,3DRJ_A
0.0699999999999994,3DRJ_A
-0.0899999999999999,3DRJ_A
-0.0899999999999999,3DRJ_A
-0.0899999999999999,3DRJ_A
-0.17,3DRJ_A
-0.17,3DRJ_A
-0.17,3DRJ_A
0.0300000000000002,3DRJ_A
0.0300000000000002,3DRJ_A
0.0300000000000002,3DRJ_A
0.18,3DRJ_A
0.18,3DRJ_A
0.18,3DRJ_A
0.18,3DRJ_A
0.26,3DRJ_A
0.26,3DRJ_A
0.26,3DRJ_A
-0.36,3DRJ_A
-0.36,3DRJ_A
-0.36,3DRJ_A
-0.0899999999999999,3DRJ_A
-0.0899999999999999,3DRJ_A
-0.0899999999999999,3DRJ_A
-0.0899999999999999,3DRJ_A
-0.4,3DRJ_A
-0.4,3DRJ_A
-0.4,3DRJ_A
0.18,3DRJ_A
0.18,3DRJ_A
0.18,3DRJ_A
-0.0899999999999999,3DRJ_A
-0.0899999999999999,3DRJ_A
-0.0899999999999999,3DRJ_A
-0.0899999999999999,3DRJ_A
-0.0899999999999999,3DRJ_A
-0.0899999999999999,3DRJ_A
-0.0899999999999999,3DRJ_A
-0.13,3DRJ_A
-0.13,3DRJ_A
-0.13,3DRJ_A
0.38,3DRJ_A
0.38,3DRJ_A
0.38,3DRJ_A
0.0300000000000002,3DRJ_A
0.0300000000000002,3DRJ_A
0.0300000000000002,3DRJ_A
-0.17,3DRJ_A
-0.17,3DRJ_A
-0.17,3DRJ_A
-0.17,3DRJ_A
-0.33,3DRJ_A
-0.33,3DRJ_A
-0.33,3DRJ_A
0.0300000000000002,3DRJ_A
0.0300000000000002,3DRJ_A
0.0300000000000002,3DRJ_A
0.3,3DRJ_A
0.3,3DRJ_A
0.3,3DRJ_A
-0.00999999999999979,3DRJ_A
-0.00999999999999979,3DRJ_A
-0.00999999999999979,3DRJ_A
-0.00999999999999979,3DRJ_A
0.18,3DRJ_A
0.18,3DRJ_A
0.18,3DRJ_A
-0.4,3DRJ_A
-0.4,3DRJ_A
-0.4,3DRJ_A
-0.600000000000001,3DRJ_A
-0.600000000000001,3DRJ_A
-0.600000000000001,3DRJ_A
-0.600000000000001,3DRJ_A
-0.17,3DRJ_A
-0.17,3DRJ_A
-0.17,3DRJ_A
0.339999999999999,3DRJ_A
0.339999999999999,3DRJ_A
0.339999999999999,3DRJ_A
0.0699999999999994,3DRJ_A
0.0699999999999994,3DRJ_A
0.0699999999999994,3DRJ_A
-0.21,3DRJ_A
-0.21,3DRJ_A
-0.21,3DRJ_A
-0.21,3DRJ_A
0.15,3DRJ_A
0.15,3DRJ_A
0.15,3DRJ_A
0.18,3DRJ_A
0.18,3DRJ_A
0.18,3DRJ_A
-0.21,3DRJ_A
-0.21,3DRJ_A
-0.21,3DRJ_A
-0.21,3DRJ_A
0.109999999999999,3DRJ_A
0.109999999999999,3DRJ_A
0.109999999999999,3DRJ_A
0.499999999999999,3DRJ_A
0.499999999999999,3DRJ_A
0.499999999999999,3DRJ_A
-0.44,3DRJ_A
-0.44,3DRJ_A
-0.44,3DRJ_A
0.18,3DRJ_A
0.18,3DRJ_A
0.18,3DRJ_A
0.18,3DRJ_A
0.15,3DRJ_A
